ggis_rowid,ggis_country_status,ggis_global_slug_coverage,ggis_peer_deviation,ggis_lag_affected
353,nascent,0.3181818181818182,-0.12706611570247928,false
354,microstate,0.3181818181818182,-0.12898465171192436,false
355,microstate,0.3425324675324675,-0.12942739079102722,false
356,microstate,0.31655844155844154,-0.13188705234159775,false
357,microstate,0.35714285714285715,-0.1599763872491144,false
358,microstate,0.3522727272727273,-0.2028236914600552,false
359,microstate,0.36688311688311687,-0.20567689885871693,false
360,microstate,0.3814935064935065,-0.20764462809917356,false
361,microstate,0.38311688311688313,-0.21079299488390407,false
362,microstate,0.4155844155844156,-0.22540338449429353,false
363,microstate,0.4496753246753247,-0.20429948839039758,false
364,microstate,0.4253246753246753,-0.2061688311688311,false
365,microstate,0.48538961038961037,-0.2036107831562376,false
366,microstate,0.42857142857142855,-0.20808736717827642,false
367,microstate,0.49188311688311687,-0.22358323494687132,false
368,microstate,0.45616883116883117,-0.21290830381739473,false
369,microstate,0.4935064935064935,-0.21310507674144047,false
370,microstate,0.5064935064935064,-0.22446871310507654,false
371,microstate,0.4935064935064935,-0.21536796536796537,false
372,microstate,0.5016233766233766,-0.2183195592286501,false
373,microstate,0.5,-0.22038567493112948,false
374,microstate,0.5097402597402597,-0.21866391184573009,false
375,microstate,0.5275974025974026,-0.22068083431719776,false
376,microstate,0.5064935064935064,-0.21935261707989007,false
377,microstate,0.5,-0.22840417158598958,false
378,microstate,0.5016233766233766,-0.21871310507674158,false
379,microstate,0.487012987012987,-0.2416863439590714,false
380,microstate,0.5243506493506493,-0.18678669815033477,false
381,microstate,0.5016233766233766,-0.20946477764659588,false
382,microstate,0.48538961038961037,-0.2039551357733176,false
383,microstate,0.4967532467532468,-0.16150137741046827,false
384,microstate,0.4967532467532468,-0.15953364817001187,false
385,microstate,0.43993506493506496,-0.17060212514757955,false
386,microstate,0.5048701298701299,-0.1451200314836678,false
387,microstate,0.43506493506493504,-0.1334120425029517,false
388,microstate,0.46915584415584416,-0.13316607634789462,true
389,microstate,0.3133116883116883,-0.13242817788272326,true
390,microstate,0.237012987012987,-0.08289059425423062,true
391,microstate,0.0,0.0,true
392,nascent,0.560064935064935,-0.039152024446142186,false
393,nascent,0.5892857142857143,-0.03323147440794494,false
394,nascent,0.5909090909090909,-0.03542780748663099,false
395,nascent,0.6412337662337663,-0.03686019862490453,false
396,nascent,0.7142857142857143,0.01413292589763182,false
